INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'spectral-efficient-parakeet-of-vastness@euromail.eu', '166572566', false, '$2b$12$yolNhbeUodLz/rLPPBoNVOliPadJS82YChwbRGjbdth2WbmEj34nW', 'certain-herring', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'warping-black-quokka-of-fragrance@euromail.eu', '887051787', false, '$2b$12$/17JVJtFWBFkzCG/UOAJMurZCXZXJHk2vCsJG4mZWt2ydS9Uhe2BW', 'cocky-puffin', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'imposing-sophisticated-bird-of-fame@gmail.com', '274368317', false, '$2b$12$Wokyck9.c5wd7I/Q9ObHeexLNAAp6N6W0HPzxiys2RCPiKltiZtX2', 'poetic-locust', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'maize-moose-of-beautiful-reputation@myspace.com', '490641067', false, '$2b$12$mIgOZfuBcIqdA50kBj9e8.e6rRpPoirL6ciDghmhh7YY.SUJquQPW', 'ingenious-avocet', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'urban-amazing-goshawk-of-elevation@yahoo.com', '723165421', false, '$2b$12$vdy1NFtdo4Ry1ym7TI6axeaaDsjVneHBXdluCxP1gjJUDbTBikgGu', 'aloof-snail', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'therapeutic-bustard-of-legal-examination@myspace.com', '746507296', false, '$2b$12$jriinaFK.tFrMl1MSqdareEMslKxLnV29b.rQXi7FGo3kjbWtT60m', 'feathered-uakari', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'terrestrial-neon-chipmunk-of-camouflage@euromail.eu', '162360840', false, '$2b$12$oLXA/VXRRBh0O20fc69Wl.nKsR2peb3IXQUjno1OrpRtvJLExkOKG', 'sensible-cricket', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'illegal-statuesque-shellfish-from-vega@myspace.com', '607159292', false, '$2b$12$tKQZ.Gu.M6JO8NTSjLa73OheN8iUZXy0Lu/ET1taF6o5DRyjBeC7u', 'stereotyped-uakari', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'accomplished-stylish-fox-of-hurricane@yahoo.com', '683407860', false, '$2b$12$kZKS.6X8ES8fOq4Mg7yZoOFpUy4pyyuoCK79jskoK/CwJFkccDLsq', 'imperial-squid', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'pragmatic-uppish-angora-of-defense@hotmail.com', '692708640', false, '$2b$12$EGbwx.9Dp/0.e1JQBMKg0eMHK.MdZubQEg7.20utBtdcsQLS90MD6', 'turquoise-mosquito', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'serious-fuzzy-sambar-of-love@mymail.com', '611654998', false, '$2b$12$aEKY5UcY8JECvqSL0zdXj.mVnvR3cESYrT/foPW8BWATWAZqxeTZy', 'tasteful-ocelot', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'impartial-adaptable-labradoodle-of-art@mymail.com', '297029076', false, '$2b$12$3CNqPL250mQkq5SJ9D0ewup0ceCWHsc6ZdtGdrOjFfVmN.zsKqd6m', 'attractive-fennec', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'fervent-foamy-butterfly-of-karma@mymail.com', '101609017', false, '$2b$12$pfq2aOgHpIFnWzP3Ce0VOeQ0/glBSyKsv/mINqxn.s3WH81vKN1.2', 'sloppy-turtle', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'vengeful-primitive-frog-of-variation@hotmail.com', '476841932', false, '$2b$12$JpdfjBNg3Jmeu/wca/NJzuiMFly/gu9Ki4g2FGpFXnYL360js7Xpi', 'nimble-leopard', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'meteoric-tireless-baboon-from-hell@hotmail.com', '609771900', false, '$2b$12$.764N42cjTW8Atvmv8DtQuZZP6wNyC72LcN4rLkSaxLjbpygAcxUq', 'myrtle-stallion', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'valiant-raven-of-extreme-anger@hotmail.com', '095454806', false, '$2b$12$0dY4rd9qWOmiQ1ze72K2iOdHu5sziN.MwoKyj4FaPYPr9qrypye7C', 'elastic-llama', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'wonderful-berserk-ant-of-potency@hotmail.com', '938388628', false, '$2b$12$ZmEap0qjMXY7.Zxzb7PIeOCXsJNcbh1gPPQDhDseoK3TnUMtJnDTC', 'fragrant-owl', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'clever-inescapable-nautilus-of-justice@mymail.com', '455836284', false, '$2b$12$bza/d6UrQCnKbmNDHxy9EeuWol4H4nDKvf/zA2U0HKI6CIWJi7d0y', 'hilarious-nautilus', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'lurking-armadillo-of-legal-atheism@gmail.com', '408502880', false, '$2b$12$aza1YXXKLeZDNdY61TwvNO/mlWGldyFblP2RHmNO.W0pQI9tZxip6', 'noisy-rooster', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'enigmatic-vivid-lyrebird-of-elevation@euromail.eu', '635050273', false, '$2b$12$k4zj1Zm896ei/pYNM3Rt7uu9kpp03AeeeXRGQKWhaeWkCo67qv13C', 'succinct-falcon', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'crouching-camouflaged-skylark-of-trust@yahoo.com', '427417340', false, '$2b$12$YTGlsMqiQc3u5HbX.JTOYOLR3voAHK9ZB4mSZx/aLJkWAI3xWjRue', 'nice-heron', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'conscious-space-mammoth-of-tempering@gmail.com', '511341328', false, '$2b$12$X8MCGv1.IfhoV4bs2x/fIOD08fH3Xws/rGvAY9tvYk5qrOTmfrTAW', 'didactic-pogona', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'speedy-belligerent-sidewinder-of-jest@gmail.com', '446353920', false, '$2b$12$H4fD7aB6ZH/VBC1NFUHBtOV9.5GS00QkthUqgi/xzuttVpaoN23Zq', 'phenomenal-yak', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'offbeat-spirited-cuckoo-of-joviality@euromail.eu', '297487740', false, '$2b$12$CuLLakBNc9Ro.b8QdgojQ.BAoqbD0GhiX1QuNGo1cTfyzr/pR5cvS', 'heavenly-giraffe', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'quiet-cryptic-tuatara-of-correction@euromail.eu', '467696791', false, '$2b$12$KvF6IgyRVwD.b4Dk.36gcODM55t5KWIS0zbfsIIUAwS2bDmjFriF6', 'space-eagle', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'energetic-wonderful-rat-of-tact@hotmail.com', '630356755', false, '$2b$12$JTg2/m7a1NOHPPzsxr48heAP6oAif0vOAP0RJ7Z2Xa8G9/aYOFENW', 'miniature-goldfish', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'pretty-snobbish-mayfly-of-defiance@myspace.com', '150022114', false, '$2b$12$3Z.rDv4MdT2sQB6MLJPnJu3o1YyeWTx1OOMzE5V6AFBFxIqGy8O7y', 'stylish-walrus', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'acrid-daffodil-dogfish-of-greatness@gmail.com', '948057622', false, '$2b$12$Hyw5dU9O.Y9OFiMejAR4o..a6oBmHlCKs1lYIcwnE9GbgJPLP9hCC', 'naughty-rat', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'gay-free-peacock-of-competence@mymail.com', '936699238', false, '$2b$12$RAX1yo5mW5QxvQurCuT9u.x7GUWYPV9CFA.9kFQ5Ue6CGg9CXl2hK', 'miniature-lori', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'loud-warping-alligator-of-agility@myspace.com', '496587922', false, '$2b$12$/7nv7cZZCUIabladSkyZwe8qlH/lzow1fkLPPK5mgBWxzCxNocata', 'yellow-hound', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'awesome-discerning-macaque-of-potency@euromail.eu', '803456473', false, '$2b$12$golc/al1dntXv2v1zjBRduKB.k.iJhUK4yCls6.bv4iYGYAk.SA0m', 'benign-smilodon', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'courageous-crafty-kingfisher-of-effort@mymail.com', '922316545', false, '$2b$12$Np4F1tJiwxJ/Zt2ix3jd/uN8VY0IS3m2X.889.7LsFMtAZhROkHw6', 'demonic-turaco', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'speedy-peridot-cassowary-of-triumph@mymail.com', '419232993', false, '$2b$12$iR6FkCtCxfRwxYz9GEzsGeVoQPGONOwcq9TVPzXYhZDgplFB.Xira', 'agate-boobook', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'warm-bald-sambar-from-tartarus@myspace.com', '198927464', false, '$2b$12$u0Ipn1y1ttP.OwZ5cLWKUuhlNvLvH0jShR44D2bBYjOMRBD9rvaM.', 'umber-gecko', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'archetypal-trogon-of-total-experience@mymail.com', '698906602', false, '$2b$12$D/Xoc.fc2ENO4ou795rvOusC9/igVcPdUGYVSOIP9tlBchqieAOUW', 'sassy-squid', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'tidy-malachite-hoatzin-of-cubism@euromail.eu', '011480087', false, '$2b$12$1AL1UHhwTN3E1eMS8tOrfu3tMhEmRCQthEXlGb9vgXfyZeX/pWKRu', 'accomplished-mustang', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'almond-dugong-of-eternal-maturity@gmail.com', '295197986', false, '$2b$12$UhMQX.3bc4z5DxVNAqutzOthHw8IBuxsNgcT5oonuZ0EgBbRh48sm', 'tourmaline-puffin', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'meaty-encouraging-curassow-of-pizza@euromail.eu', '812098777', false, '$2b$12$5CrS1RtCqorwWhD8RNyrm.vX7CUo74z66.StpGR63F2lJiCLQ5jhq', 'emerald-uakari', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'skilled-peculiar-serval-of-hail@gmail.com', '305660812', false, '$2b$12$Hyz7gHmuQXboP092QqQVD.aVAvmH77NhUpe2pRLk8rwsxNYOp3OGy', 'neon-urchin', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'auspicious-piquant-zebra-of-proficiency@myspace.com', '868955073', false, '$2b$12$e9curyoGX3El22DJPa./Yu4HlYkk7uBHKDmkcYqrWLyOmfx6GGelK', 'silky-rattlesnake', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'lively-gabby-panda-of-certainty@mymail.com', '693945056', false, '$2b$12$UG40Mf9zV9isox5CR2sRIedeNifvGD4dPOO30BbsLmVL1/Nxxhe8i', 'prophetic-goshawk', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'versatile-muskrat-of-majestic-abracadabra@gmail.com', '587292908', false, '$2b$12$x/d6zrMDO1TxUL5wr3FtXOzMTemV1oLqYmyIY3i9A3NIPoT9fIOVa', 'simple-perch', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'honest-robust-coyote-of-teaching@yahoo.com', '804502650', false, '$2b$12$FwetCR4/.rW1DHA8MVKNyOtMF/DP1dBQSRfppsIE0G7feAMlCuTUu', 'serious-pheasant', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'optimistic-garnet-toucan-of-growth@yahoo.com', '000775994', false, '$2b$12$4FnIw/0vxdepMlUtQEw7oOHZ7SXYX7/cCRTfEBr8u4.0.Ll0SFc3G', 'large-crocodile', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'satisfied-pastel-spider-of-reputation@euromail.eu', '037097509', false, '$2b$12$WOE2XrYwCDC6N7Z.cQBUZOySRKJqx8qMK1Phhv.QpqphY.xCqIl3S', 'steady-nyala', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'huge-complex-leech-of-dignity@mymail.com', '892395131', false, '$2b$12$.df3tBR9A3Ss4DHmqiGq9uEqaqBaceiskXRpUiSy5z68JdNl1Clu.', 'eager-mole', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'overjoyed-shrewd-capybara-of-jest@yahoo.com', '073465102', false, '$2b$12$6jfE7OI3CuE99MN8SW/E3eTPVR1dQD75vCzBeLCQgxRT35UWmR4kS', 'translucent-dragonfly', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'esoteric-versatile-antelope-of-ecstasy@yahoo.com', '067602674', false, '$2b$12$9d1uBaSvEj03hlgqFgrmO.uKDzC9/WEjsOCnwBY2e567KZqt2RUIO', 'chirpy-cockatoo', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'quantum-stylish-dodo-from-hell@gmail.com', '419080839', false, '$2b$12$wVyBSuHdC19u60VNeloDhOV6yGAg3imsKjLzEVcM0fYMTYSeh01hO', 'robust-raccoon', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'godlike-outrageous-alligator-of-drama@mymail.com', '277716456', false, '$2b$12$Pm3zS.7zK/ho0dJ5s3353eD97FYzCiBagsl9DFAEzlr45qHh6uFZi', 'spectacular-narwhal', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'funny-camouflaged-pronghorn-of-success@euromail.eu', '911313834', false, '$2b$12$DCLbbXi1Ko1s3NIoXB/TQemmif9WU9rpO1T2ced.qC4giTQ74Mn0q', 'cerulean-junglefowl', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'inquisitive-hypnotic-orangutan-of-painting@euromail.eu', '996190201', false, '$2b$12$blyI88EYQr.icStKTibs5OtBmKyW345SAUohlgZVXt6MubG5jSvyq', 'mahogany-caracara', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'quantum-quixotic-lynx-of-freedom@yahoo.com', '526825620', false, '$2b$12$oe6WizQ3kDdXWDSXQ4M/g.NN3M5SHktXtLXJoyiBzNgC5G7GjYRJq', 'dashing-akita', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'versatile-lime-roadrunner-of-atheism@myspace.com', '888047062', false, '$2b$12$B.14sU8.zMh7/oaC5IvGAOlfZGUM0JitqUuz3NSqmG2yzYji4BnM6', 'terrestrial-chihuahua', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'excellent-brawny-squirrel-of-revolution@gmail.com', '483217367', false, '$2b$12$2StHY/3WGeKsR.1X4baDVu368EatjWpLbc4hC9j1zpqE0TUF8xHEy', 'rainbow-cockatoo', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'righteous-wandering-trout-from-jupiter@euromail.eu', '055751641', false, '$2b$12$keMH3jJswlSS76bqSgXeY.uGRgEWuShveNUXyvd0czs63TpxKDVkW', 'active-kestrel', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'fluffy-just-quokka-of-bloom@gmail.com', '648301012', false, '$2b$12$FvV5VQqzrHwDOHAVo4lr2.2hk9ADB6RAmJT0QdgbddnfpJykKYPhe', 'attractive-robin', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'private-albatross-of-legal-wind@gmail.com', '975867848', false, '$2b$12$szkOIIYysoR.oMtxCaxZT.OlouvZuyVtRi.c1C.w5cKTW7BVxMI8u', 'merry-dolphin', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'fantastic-eggplant-lorikeet-of-intensity@hotmail.com', '468915597', false, '$2b$12$ICeLcQDhGrKymIzue9o2LejpQzvMLzKSiL/Rra4Bm9mHiBLSmtNte', 'wandering-tarantula', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'capable-gray-ermine-of-love@yahoo.com', '605472630', false, '$2b$12$RETVrDui9SNyXWPMSAvV/.PloMpWOwvwCJd6cnhsYVfj1Il6oanNS', 'spectral-peacock', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'godlike-misty-wren-from-valhalla@gmail.com', '389991479', false, '$2b$12$z4Njr7OUH.S6cCHweGaBBeBP4D7WFpd7LF0hRkznLF5kglOQXKvye', 'dynamic-toad', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'phenomenal-lean-spoonbill-of-passion@hotmail.com', '065646136', false, '$2b$12$WgXVRFisU51V1EzmiGoSGuFV2nj/P/KgznwLUDBRRscg.HjUcjw0O', 'enthusiastic-penguin', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'proud-messy-markhor-of-valor@euromail.eu', '406062033', false, '$2b$12$NPe6PoH.UMFYPXbztV8I6OoPnxbjliR9R0hmzF2rEMOy5g2S/wHuS', 'funny-harrier', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'miniature-wonderful-moth-of-persistence@gmail.com', '195818671', false, '$2b$12$7Edh7zD7gDJeCOSP5lMaee58vlLCpYw7Kkav4avaeKnWazrakbLkK', 'hot-honeybee', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'perky-terrestrial-vole-of-respect@hotmail.com', '833920543', false, '$2b$12$tMUN2mKd2tSBhUq.U6DGqu1lcSPgau6u5Xo8zbRnDEbpJoMRetRdK', 'shapeless-harrier', DEFAULT, true);
INSERT INTO public.users(user_id, email, phone_number, is_admin, password, login, token, is_active) VALUES(DEFAULT, 'rigorous-literate-jaybird-of-fascination@yahoo.com', '626393337', false, '$2b$12$gjIpBIQ/O8bKab4Ww3pgw.YiXTSs4zEtuyRWiKLdrqgrMvDkgx96e', 'red-monkey', DEFAULT, true);
